Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
5917,31995,2020,honda,accord ex,like new,4,gas,8070,automatic,fwd,sedan,white,ca
5918,10995,2011,lexus,es 350,excellent,6,gas,175775,automatic,fwd,sedan,brown,ca
5919,19995,2015,ford,mustang ecoboost premium,excellent,4,gas,77015,manual,rwd,coupe,blue,ca
5920,12995,2015,ford,fusion se,excellent,4,gas,72930,automatic,fwd,sedan,red,ca
5921,9995,2010,acura,tl,excellent,6,gas,161080,automatic,fwd,sedan,black,ca
5922,28700,2013,chevrolet,silverado 2500hd,good,8,diesel,194785,automatic,4wd,truck,black,ca
5923,14995,2013,chevrolet,silverado 1500,good,8,gas,177605,automatic,rwd,truck,black,ca
5924,17500,2014,ford,flex sel,excellent,6,gas,80455,automatic,fwd,SUV,white,ca
5925,25995,2019,chevrolet,camaro lt,excellent,4,gas,35619,automatic,rwd,convertible,black,ca
5926,20995,2018,toyota,camry se,like new,4,gas,62107,automatic,fwd,sedan,blue,ca
5927,9995,2008,honda,oddysey ex,excellent,6,gas,95280,automatic,fwd,van,grey,ca
5928,6995,2005,honda,accord lx,excellent,4,gas,129824,automatic,fwd,sedan,grey,ca
5929,30995,2017,rover,evoque,excellent,4,gas,68880,automatic,4wd,SUV,white,ca
5930,18500,2017,jeep,grand cherokee limited,excellent,4,gas,69246,automatic,fwd,SUV,white,ca
5931,9500,2013,toyota,corolla le,good,4,gas,126047,automatic,fwd,sedan,black,ca
5932,19995,2020,kia,soul s,excellent,4,gas,23864,automatic,fwd,wagon,red,ca
5933,24995,2018,chevrolet,camaro lt coupe 2d,excellent,4,gas,48964,automatic,rwd,coupe,silver,ca
5934,16995,2017,subaru,legacy,excellent,4,gas,80635,automatic,4wd,sedan,white,ca
5935,13995,2016,kia,optima,good,4,gas,86079,automatic,fwd,sedan,grey,ca
5936,13995,2018,chevrolet,cruze lt,excellent,4,gas,90351,automatic,fwd,sedan,black,ca
5937,29995,2017,toyota,tacoma sr5,excellent,6,gas,67070,automatic,4wd,truck,white,ca
5938,34995,2019,dodge,charger r/t,like new,8,gas,31660,automatic,rwd,sedan,red,ca
5939,21995,2019,buick,encore essence sport,like new,4,gas,27326,automatic,fwd,SUV,red,ca
5940,11995,2016,fiat,500,excellent,4,gas,43544,automatic,fwd,hatchback,green,ca
5941,6995,2007,honda,civic lx sedan,good,4,gas,157525,automatic,fwd,sedan,blue,ca
5942,28995,2016,lexus,is200t,excellent,4,gas,29786,automatic,rwd,sedan,white,ca
5943,14995,2009,toyota,highlander,good,6,gas,125708,automatic,4wd,SUV,silver,ca
5944,20995,2013,toyota,sienna,good,6,gas,44655,automatic,fwd,van,grey,ca
5945,2000,1996,ford,mustang,good,4,gas,158000,automatic,rwd,coupe,green,ca
5946,6999,2008,lexus,rx,excellent,6,gas,210341,automatic,fwd,SUV,silver,ca
5947,15000,2014,bmw,328i,excellent,4,gas,57482,automatic,rwd,sedan,blue,ca
5948,13995,2016,ford,taurus se,like new,6,gas,34437,automatic,fwd,sedan,blue,ca
5949,5000,1987,chevrolet,corvette,fair,8,gas,44444,automatic,rwd,coupe,black,ca
5950,4500,2000,toyota,celica gt-s,good,4,gas,187556,automatic,fwd,coupe,silver,ca
5951,9000,2011,chevrolet,camaro rs,excellent,6,gas,160000,automatic,rwd,coupe,green,ca
5952,1500,2007,chevrolet,impala,fair,8,gas,158000,automatic,rwd,coupe,silver,ca
5953,24999,2014,chevrolet,suburban,excellent,8,gas,97000,automatic,rwd,SUV,white,ca
5954,30999,2014,jeep,wrangler,excellent,6,gas,101000,automatic,4wd,SUV,black,ca
5955,21999,2013,ford,explorer,excellent,6,gas,84000,automatic,4wd,SUV,white,ca
5956,34999,2018,toyota,tacoma,excellent,6,gas,41000,automatic,rwd,truck,black,ca
5957,17999,2015,chevrolet,traverse,excellent,6,gas,95000,automatic,rwd,SUV,grey,ca
5958,21999,2014,buick,enclave,excellent,6,gas,41000,automatic,rwd,SUV,grey,ca
5959,33999,2012,jeep,wrangler,excellent,6,gas,69000,automatic,4wd,truck,white,ca
5960,44995,2018,ram,1500 laramie,like new,6,diesel,41790,automatic,4wd,truck,black,ca
5961,7000,2011,chrysler,200 limited,excellent,6,gas,150000,automatic,fwd,sedan,black,ca
5962,27000,2016,lexus,is300 awd f-sport,excellent,6,gas,45074,automatic,4wd,sedan,blue,ca
5963,16995,2015,chevrolet,camaro lt,good,6,gas,95644,automatic,rwd,coupe,black,ca
5964,5895,2007,honda,accord sdn,excellent,4,gas,152480,automatic,fwd,sedan,blue,ca
5965,34950,2013,gmc,sierra 1500,excellent,8,gas,67708,automatic,4wd,truck,black,ca
5966,31950,2017,bmw,x5,excellent,6,gas,41299,automatic,rwd,SUV,black,ca
5967,9950,2017,nissan,altima,excellent,4,gas,91000,automatic,fwd,sedan,black,ca
5968,44500,2011,chevrolet,silverado 3500 xlt,like new,8,diesel,77500,automatic,4wd,truck,brown,ca
5969,20500,2015,ford,mustang,excellent,4,gas,83000,automatic,rwd,coupe,blue,ca
5970,9995,2013,mini,cooper s,excellent,4,gas,68143,automatic,fwd,coupe,grey,ca
5971,5250,2005,mercedes-benz,ml500 4matic,good,8,gas,232240,automatic,4wd,SUV,black,ca
5972,30500,2009,cadillac,cts-v!!!,excellent,8,gas,78500,automatic,rwd,sedan,grey,ca
5973,2000,1996,honda,civic,good,4,gas,258000,automatic,fwd,sedan,silver,ca
5974,6000,2010,volkswagen,jetta,excellent,5,gas,127000,automatic,fwd,sedan,grey,ca
5975,28888,2011,toyota,tacoma,good,6,gas,108500,automatic,4wd,truck,grey,ca
5976,5000,2001,volkswagen,jetta,good,4,gas,158000,automatic,fwd,sedan,blue,ca
5977,3500,1995,ford,aerostar,excellent,6,gas,93000,automatic,rwd,van,white,ca
5978,17999,2013,bmw,328i sulev,like new,4,gas,84461,automatic,rwd,sedan,custom,ca
5979,5995,2013,dodge,dart,good,4,gas,139032,automatic,fwd,sedan,blue,ca
5980,24999,2009,ram,1500 slt,like new,8,gas,98629,automatic,4wd,truck,white,ca
5981,13995,2016,ford,fusion se,good,4,gas,77783,automatic,fwd,sedan,silver,ca
5982,6000,1999,mazda,miata,good,4,gas,148906,manual,rwd,convertible,white,ca
5983,3000,2005,ford,e150 cargo van,good,8,gas,177800,automatic,rwd,van,white,ca
5984,7750,1992,lexus,sc300,like new,8,gas,150000,automatic,fwd,coupe,yellow,ca
5985,4500,2007,nissan,quest,like new,6,gas,143000,automatic,rwd,van,silver,ca
5986,4700,2002,honda,civic si,excellent,4,gas,238000,manual,fwd,hatchback,silver,ca
5987,4500,2005,ford,escape,good,6,gas,173000,automatic,fwd,SUV,grey,ca
5988,11250,2003,toyota,sequoia 4x4,good,8,gas,162753,automatic,4wd,SUV,white,ca
5989,7500,2007,toyota,camry,excellent,6,gas,123500,automatic,fwd,sedan,white,ca
5990,19999,2017,kia,optima,like new,4,hybrid,33776,automatic,fwd,sedan,black,ca
5991,5000,1996,ford,f150 xl,good,8,gas,103460,automatic,rwd,truck,silver,ca
5992,6300,2010,chevrolet,traverse,excellent,6,gas,164000,automatic,fwd,SUV,silver,ca
5993,14995,2013,toyota,sienna,excellent,6,gas,110958,automatic,fwd,van,grey,ca
5994,15995,2014,toyota,sienna awd,excellent,6,gas,143134,automatic,4wd,van,grey,ca
5995,18950,2012,nissan,frontier king cab pro 4x,excellent,6,gas,62400,manual,4wd,truck,silver,ca
5996,39000,2020,chevrolet,camaro,good,8,gas,4500,automatic,rwd,coupe,green,ca
5997,18500,2014,bmw,x1 xdrive28i,excellent,4,gas,43000,automatic,4wd,SUV,white,ca
5998,8400,2011,mitsubishi,endeavor,good,6,gas,68994,automatic,4wd,SUV,white,ca
5999,3900,2009,nissan,versa,excellent,4,gas,107000,manual,fwd,sedan,blue,ca
6000,21995,2005,lexus,gx470,excellent,8,gas,154643,automatic,4wd,SUV,blue,ca
6001,8250,2015,volkswagen,passat,like new,6,gas,190000,automatic,rwd,sedan,black,ca
6002,13950,2012,dodge,charger,like new,8,gas,150000,automatic,rwd,coupe,black,ca
6003,13200,2015,mazda,3,excellent,4,gas,69200,automatic,fwd,hatchback,red,ca
6004,6950,2008,jeep,liberty,like new,6,gas,154000,automatic,4wd,SUV,silver,ca
6005,2750,1998,volkswagen,beetle,good,4,gas,164325,manual,fwd,coupe,white,ca
6006,4000,2012,honda,fit,good,4,gas,298011,manual,fwd,hatchback,silver,ca
6007,16000,2015,honda,accord ex-l v6,excellent,6,gas,106115,automatic,fwd,sedan,black,ca
6008,5300,2000,chevrolet,astro van,good,6,gas,137000,automatic,fwd,van,grey,ca
6009,5395,2008,honda,accord sdn,good,4,gas,226684,automatic,fwd,sedan,grey,ca
6010,37000,2020,ford,explorer,excellent,4,gas,28784,automatic,4wd,SUV,white,ca
6011,10000,2007,lexus,gs 350,good,6,gas,160000,automatic,rwd,sedan,silver,ca
6012,600,1985,mercedes-benz,300cd,fair,5,diesel,165000,automatic,fwd,coupe,blue,ca
6013,9200,2007,gmc,yukon,like new,8,gas,138097,automatic,rwd,SUV,custom,ca
6014,16500,1972,mercedes-benz,benz 350sl,excellent,8,gas,167000,automatic,rwd,convertible,blue,ca
6015,1000,2003,chevrolet,venture van,excellent,6,gas,134950,automatic,fwd,mini-van,white,ca
6016,32500,2007,ram,3500 diesel 4x4,excellent,6,diesel,118000,automatic,4wd,truck,red,ca
6017,13900,2006,mercedes-benz,e-55,good,8,gas,129573,automatic,rwd,sedan,grey,ca
6018,10500,2004,chevrolet,silverado,excellent,8,gas,213000,automatic,4wd,truck,white,ca
6019,5995,2013,kia,soul,excellent,4,gas,120543,manual,fwd,sedan,green,ca
6020,23950,2019,toyota,sienna,excellent,6,gas,82016,automatic,fwd,mini-van,white,ca
6021,9000,2006,bmw,650i,good,8,gas,114768,automatic,rwd,coupe,blue,ca
6022,10000,2001,ford,f350 super duty,fair,8,diesel,250000,automatic,4wd,truck,red,ca
6023,14500,2015,subaru,brz limited,like new,6,gas,90000,automatic,rwd,coupe,grey,ca
6024,22500,2007,toyota,4runner 4wd sport edition,excellent,8,gas,163500,automatic,4wd,SUV,silver,ca
6025,17500,1999,chevrolet,express g1500,good,6,gas,67601,automatic,fwd,van,white,ca
6026,18500,2012,mercedes-benz,benz ml350,excellent,6,gas,87356,automatic,4wd,SUV,grey,ca
6027,4395,2005,honda,odyssey,excellent,6,gas,168718,automatic,fwd,mini-van,blue,ca
6028,22000,2007,mercedes-benz,s550,like new,8,gas,163000,automatic,rwd,sedan,silver,ca
6029,20500,2016,toyota,camry,like new,6,gas,70000,automatic,fwd,sedan,grey,ca
6030,3900,2004,ford,e250 cargo van,fair,8,gas,170000,automatic,fwd,van,white,ca
6031,2800,2003,chrysler,pt cruiser gt,good,4,gas,170000,automatic,fwd,sedan,grey,ca
6032,3500,2008,bmw,750i,fair,8,gas,110000,automatic,rwd,sedan,blue,ca
6033,37495,2016,chevrolet,silverado 4x4 z71,like new,8,gas,84887,automatic,4wd,truck,red,ca
6034,34085,2019,ram,promaster 1500,excellent,6,gas,18475,automatic,fwd,van,white,ca
6035,3100,2001,bmw,325i e46,good,6,gas,190938,automatic,rwd,sedan,silver,ca
6036,39000,2015,toyota,tundra,good,8,gas,28100,automatic,4wd,truck,grey,ca
6037,9995,2013,mini,cooper hardtop,like new,4,gas,79682,automatic,fwd,hatchback,blue,ca
6038,12500,2011,hyundai,equus,excellent,8,gas,127251,automatic,rwd,sedan,white,ca
6039,11200,2007,cadillac,escalade,good,8,gas,125000,automatic,4wd,SUV,brown,ca
6040,4300,2008,ford,explorer sport trac,good,6,gas,265000,automatic,rwd,truck,brown,ca
6041,22500,2014,honda,ridgeline,excellent,6,gas,81500,automatic,4wd,truck,silver,ca
6042,50000,2021,toyota,tundra trd offroad,like new,8,gas,1500,automatic,4wd,truck,white,ca
6043,4995,2010,ford,fusion,good,4,gas,149780,automatic,fwd,sedan,grey,ca
6044,5295,2008,honda,fit,excellent,4,gas,125795,automatic,fwd,sedan,black,ca
6045,5400,2012,ford,fusion,excellent,4,gas,188000,automatic,fwd,sedan,white,ca
6046,2800,2004,ford,explorer,good,6,gas,193000,automatic,rwd,SUV,grey,ca
6047,62987,2017,bmw,m3 sedan,excellent,6,gas,32041,automatic,rwd,sedan,white,ca
6048,12500,2012,jeep,grand cherokee,excellent,6,gas,123733,automatic,4wd,SUV,grey,ca
6049,9999,2006,chevrolet,avalanche z71,good,8,gas,155000,automatic,4wd,truck,black,ca
6050,8500,2012,ford,flex sel,excellent,4,gas,160000,automatic,fwd,SUV,custom,ca
6051,13000,2012,bmw,335i,excellent,6,gas,113500,automatic,rwd,coupe,white,ca
6052,10500,2014,dodge,grand caravan,like new,6,gas,83636,automatic,rwd,van,silver,ca
6053,4000,2008,pontiac,g6 base,good,4,gas,148000,automatic,fwd,sedan,silver,ca
6054,24995,2015,lexus,rx 350,excellent,6,gas,76819,automatic,fwd,SUV,white,ca
6055,1600,2001,honda,civic,good,4,gas,174541,automatic,fwd,sedan,silver,ca
6056,3000,2008,dodge,4d caliber,like new,4,gas,106401,automatic,4wd,SUV,blue,ca
6057,29500,2008,ram,3500,excellent,6,diesel,116000,automatic,4wd,truck,blue,ca
6058,7400,2012,mitsubishi,lancer gt,good,4,gas,57434,automatic,fwd,sedan,grey,ca
6059,6995,2010,nissan,rogue,excellent,4,gas,123230,automatic,fwd,SUV,white,ca
6060,41995,2018,toyota,tundra crewmax 4x4,like new,8,gas,61093,automatic,4wd,truck,grey,ca
6061,5750,2006,honda,odyssey,good,6,gas,106400,automatic,fwd,van,grey,ca
6063,9400,2001,toyota,tundra 4wd truck,good,8,gas,230000,automatic,4wd,truck,green,ca
6064,17500,2018,mini,special editions,excellent,3,gas,23722,automatic,fwd,hatchback,black,ca
6065,19800,1999,ford,f-350,good,8,diesel,220000,automatic,rwd,truck,white,ca
6066,2500,2005,nissan,sentra 1.8s,fair,4,gas,175000,automatic,fwd,sedan,brown,ca
6067,23800,2012,chevrolet,silverado,like new,8,gas,44000,automatic,rwd,truck,brown,ca
6068,3595,2005,kia,sorento,excellent,6,gas,182340,automatic,rwd,SUV,black,ca
6069,13950,2019,chevrolet,cruze,excellent,4,gas,59697,automatic,fwd,sedan,black,ca
6070,1200,1997,honda,prelude,fair,4,gas,207000,manual,fwd,coupe,red,ca
6071,5000,2003,bmw,745i,excellent,8,gas,140000,automatic,rwd,sedan,grey,ca
6072,8900,1982,volvo,245,like new,4,gas,228112,manual,rwd,wagon,blue,ca
6073,135000,2017,mercedes-benz,benz,like new,8,gas,1758,automatic,4wd,convertible,custom,ca
6074,20000,1999,ram,2500,fair,6,diesel,290000,manual,4wd,truck,silver,ca
6075,7800,2012,mitsubishi,lancer gt,good,4,gas,57434,automatic,fwd,sedan,grey,ca
6076,3500,2006,chevrolet,impala,excellent,6,gas,255000,automatic,fwd,sedan,red,ca
6077,10995,2002,gmc,sierra 1500,good,8,gas,195464,automatic,fwd,truck,red,ca
6078,29995,2015,toyota,tacoma trd off-road,excellent,6,gas,65372,automatic,rwd,truck,silver,ca
6079,19888,2015,gmc,sierra 1500,excellent,8,gas,91945,automatic,rwd,truck,white,ca
6080,6000,1998,ford,econoline,excellent,8,gas,200000,manual,rwd,van,white,ca
6081,14500,2013,bmw,x1 xdrive28i,excellent,4,gas,74800,automatic,4wd,SUV,white,ca
6082,3500,2004,honda,odyssey,good,6,gas,202130,automatic,fwd,mini-van,green,ca
6083,5895,2008,chrysler,town & country,excellent,6,gas,153016,automatic,fwd,mini-van,blue,ca
6084,3300,2003,honda,accord ex,good,4,gas,232000,manual,fwd,sedan,grey,ca
6085,12900,2005,toyota,tundra,good,8,gas,159000,automatic,rwd,truck,grey,ca
6086,6500,2004,toyota,camry,good,4,gas,91135,automatic,fwd,sedan,grey,ca
6087,6000,2008,cadillac,cts,excellent,6,gas,163000,manual,rwd,coupe,custom,ca
6088,7000,2005,honda,cr-v,excellent,4,gas,86032,automatic,fwd,SUV,blue,ca
6089,17900,2008,cadillac,escalade,excellent,8,gas,54500,automatic,rwd,SUV,black,ca
6090,4500,2001,mercedes-benz,benz,fair,6,gas,160000,automatic,rwd,convertible,black,ca
6091,5000,2011,toyota,camry,excellent,4,gas,173000,automatic,fwd,sedan,grey,ca
6092,1500,1995,toyota,corolla,fair,4,gas,229368,automatic,fwd,sedan,red,ca
6093,19000,2010,lexus,is 250c,excellent,6,gas,50460,automatic,rwd,convertible,silver,ca
6094,4300,2006,audi,a4,excellent,6,gas,151884,manual,4wd,coupe,white,ca
6095,41590,2019,lexus,rx 350 sport utility 4d,good,6,gas,14072,automatic,fwd,SUV,blue,ca
6096,5700,2006,honda,accord,good,6,gas,196097,automatic,fwd,sedan,black,ca
6097,65000,1995,porsche,911 / 993,excellent,6,gas,103000,manual,rwd,coupe,white,ca
6098,11000,1999,chevrolet,corvette z51,good,8,gas,99920,automatic,rwd,coupe,blue,ca
6099,4000,2003,rover,discovery,good,8,gas,206000,automatic,4wd,SUV,black,ca
6100,5595,2011,nissan,sentra,good,4,gas,125089,automatic,fwd,sedan,black,ca
6101,30995,2016,ford,f-250 sd,good,8,gas,70756,automatic,4wd,truck,white,ca
6102,5800,1995,mercedes-benz,benz,good,8,gas,134261,automatic,rwd,coupe,white,ca
6103,4500,2007,toyota,yaris hatchback,good,4,gas,95000,automatic,fwd,coupe,blue,ca
6104,20995,2008,toyota,tundra double cab limited,excellent,8,gas,129427,automatic,rwd,truck,white,ca
6105,8200,2006,toyota,tacoma,good,4,gas,206000,automatic,rwd,truck,black,ca
6106,3000,2001,volvo,station wagon v70 t5,good,6,gas,230000,automatic,fwd,wagon,silver,ca
6107,4995,2008,honda,accord sdn,good,4,gas,197872,automatic,fwd,sedan,blue,ca
6108,16750,2002,toyota,tundra flat bed,excellent,6,gas,100000,manual,rwd,truck,white,ca
6109,41600,2017,bmw,x6 xdrive50i,excellent,8,gas,40700,automatic,4wd,SUV,white,ca
6110,2500,2005,chrysler,town & country,good,6,gas,238400,automatic,fwd,mini-van,custom,ca
6111,7999,2012,mitsubishi,lancer gt,good,4,gas,57434,automatic,fwd,sedan,grey,ca
6112,2275,2003,honda,civic ex,excellent,4,gas,185000,automatic,fwd,coupe,white,ca
6113,3695,2007,nissan,altima,good,4,gas,209826,automatic,fwd,sedan,grey,ca
6114,6995,2011,chevrolet,cruze,good,4,gas,113372,automatic,fwd,sedan,grey,ca
6115,6900,2014,kia,soul,good,4,gas,109000,automatic,fwd,hatchback,silver,ca
6116,53950,2019,gmc,yukon xl,excellent,8,gas,44344,automatic,4wd,SUV,black,ca
6117,5500,2006,chevrolet,sliverado,fair,8,gas,245000,automatic,4wd,truck,grey,ca
6118,8000,2002,porsche,boxster,excellent,6,gas,174000,manual,rwd,coupe,grey,ca
6119,12000,2009,ford,mustang,excellent,8,gas,98800,manual,rwd,coupe,silver,ca
6120,21999,2016,gmc,acadia,like new,6,gas,91000,automatic,fwd,SUV,red,ca
6121,4300,2003,chevrolet,trailblazer,good,8,gas,139440,automatic,4wd,SUV,brown,ca
6122,10000,2017,chevrolet,cruze lt,excellent,4,gas,74000,automatic,fwd,hatchback,white,ca
6123,5995,2001,chevrolet,s-10,good,6,gas,171843,automatic,rwd,truck,white,ca
6124,2600,1994,cadillac,de ville,good,8,gas,152700,automatic,fwd,sedan,white,ca
6125,3200,2003,subaru,outback,good,6,gas,200000,automatic,4wd,wagon,green,ca
6126,14995,2010,toyota,highlander limited,excellent,6,gas,125837,automatic,fwd,SUV,grey,ca
6127,4800,2002,ford,mustang gt,fair,8,gas,180000,manual,rwd,convertible,black,ca
6128,24900,2017,volkswagen,gti se,like new,4,gas,33500,automatic,fwd,hatchback,white,ca
6129,13598,2017,jeep,renegade,excellent,4,gas,73000,manual,fwd,SUV,green,ca
6130,1500,1999,toyota,solara,excellent,6,gas,200000,automatic,fwd,coupe,grey,ca
6131,14000,2006,ford,mustang,excellent,8,gas,42000,manual,fwd,coupe,silver,ca
6132,5000,2008,bmw,535i sedan,good,6,gas,147864,automatic,fwd,sedan,blue,ca
6133,19995,1978,pontiac,trans-am,good,8,gas,110000,automatic,rwd,coupe,white,ca
6134,9000,2006,rover,lr3,good,6,gas,135000,manual,4wd,SUV,black,ca
6135,84900,2019,chevrolet,3500hd high country,excellent,8,diesel,20650,automatic,4wd,truck,black,ca
6136,14500,2017,volkswagen,passat,excellent,4,gas,65000,automatic,fwd,sedan,silver,ca
6137,5500,2008,honda,accord sedan lx,good,4,gas,190000,automatic,fwd,sedan,grey,ca
6138,4995,2005,honda,odyssey,good,6,gas,149637,automatic,fwd,mini-van,blue,ca
6139,11600,2006,ford,f-150 stx,good,8,gas,114077,automatic,rwd,truck,grey,ca
6140,18990,2013,lexus,rx 350 sport utility 4d,good,6,gas,96454,automatic,fwd,SUV,white,ca
6141,3500,2004,chevrolet,suburban,fair,8,gas,211000,automatic,4wd,SUV,black,ca
6142,10000,2015,mini,cooper hardtop,excellent,3,gas,51000,automatic,fwd,hatchback,orange,ca
6143,9191,1976,cadillac,seville,good,8,gas,23500,automatic,rwd,sedan,blue,ca
6144,20000,2006,mercedes-benz,cls 55 amg,like new,8,gas,65000,automatic,rwd,sedan,blue,ca
6145,6999,2015,nissan,altima,excellent,4,gas,193952,automatic,fwd,sedan,grey,ca
6146,21950,2019,jeep,cherokee,excellent,4,gas,43289,automatic,fwd,SUV,silver,ca
6147,4395,2005,chrysler,300,excellent,6,gas,184213,automatic,rwd,sedan,silver,ca
6148,9500,2006,ford,f-550 super duty,excellent,8,diesel,238000,automatic,rwd,truck,white,ca
6149,18000,2007,chevrolet,3500,excellent,8,gas,91850,automatic,rwd,truck,white,ca
6150,6200,2009,volkswagen,tiguan 4 motion,excellent,4,gas,130250,automatic,4wd,SUV,blue,ca
6151,16990,2014,acura,rdx sport utility 4d,good,6,gas,86919,automatic,fwd,SUV,black,ca
6152,1600,1993,jeep,grand cherokee,fair,6,gas,328763,automatic,4wd,SUV,green,ca
6153,42500,2019,jeep,grand cherokee,like new,8,gas,12500,automatic,4wd,SUV,white,ca
6154,12995,2011,toyota,highlander base,excellent,6,gas,122110,automatic,fwd,SUV,silver,ca
6155,4800,2004,toyota,tacoma,good,4,gas,240000,manual,fwd,truck,white,ca
6156,4500,2000,mercury,grand marquis,excellent,8,gas,140000,automatic,rwd,sedan,blue,ca
6157,23500,2014,toyota,highlander platinum,excellent,6,gas,92234,automatic,fwd,SUV,white,ca
6158,1500,2000,ford,focus station wagon,fair,4,gas,134000,automatic,fwd,wagon,white,ca
6159,7900,2008,bmw,128i convertible,excellent,6,gas,118000,automatic,rwd,convertible,black,ca
6160,15000,2008,chevrolet,tahoe,excellent,8,gas,104000,automatic,rwd,SUV,black,ca
6161,4999,2005,lexus,gs300,excellent,6,gas,174525,automatic,rwd,sedan,black,ca
6162,5500,2011,dodge,grand caravan crew,excellent,6,gas,120000,automatic,fwd,mini-van,silver,ca
6163,6370,2012,hyundai,elantra gls,excellent,4,gas,150000,automatic,fwd,sedan,grey,ca
6164,9000,2007,lexus,is250,good,6,gas,95000,automatic,rwd,sedan,silver,ca
6165,17999,2014,mercedes-benz,e 350 sport sedan,good,6,gas,77598,automatic,rwd,sedan,black,ca
6166,6500,2005,bmw,325 ci,excellent,6,gas,107911,automatic,rwd,coupe,black,ca
6167,2695,2005,acura,rsx,fair,4,gas,14085,automatic,fwd,coupe,grey,ca
6168,5995,2011,bmw,328i,excellent,6,gas,133082,automatic,rwd,sedan,grey,ca
6169,6500,2010,subaru,impreza 2.5i,excellent,4,gas,135000,automatic,4wd,sedan,white,ca
6170,5250,2006,toyota,camry xle sedan 4d,excellent,4,gas,160000,automatic,fwd,sedan,white,ca
6171,7995,2010,mazda,cx-5 sport suv 4d,like new,4,gas,105000,automatic,fwd,SUV,black,ca
6172,6750,2013,kia,forte ex sedan 4d,like new,4,gas,103000,automatic,fwd,sedan,silver,ca
6173,6499,2010,mini,cooper hardtop,excellent,4,gas,70000,automatic,fwd,hatchback,silver,ca
6174,9999,2008,toyota,highlander sport,excellent,6,gas,148000,automatic,fwd,SUV,black,ca
6175,6000,2003,gmc,yukon xl denali,good,8,gas,139526,automatic,rwd,hatchback,black,ca
6176,10800,2007,lexus,ls 460,like new,8,gas,143000,automatic,rwd,sedan,grey,ca
6177,3150,2004,honda,civic ex,excellent,4,gas,150000,automatic,fwd,sedan,white,ca
6178,7500,2008,bmw,328i,excellent,6,gas,145500,automatic,rwd,coupe,custom,ca
6179,4800,2004,volvo,s80 2.9,excellent,6,gas,99500,automatic,fwd,sedan,white,ca
6180,6500,2007,dodge,durango slt,excellent,8,gas,134000,automatic,rwd,SUV,red,ca
6181,27900,2018,mercedes-benz,benz c350e,excellent,4,hybrid,27000,automatic,rwd,sedan,black,ca
6182,9800,2012,ford,explorer,good,6,gas,176840,automatic,fwd,SUV,white,ca
6183,13999,2002,lexus,lx 470,good,8,gas,181500,automatic,4wd,SUV,grey,ca
6184,8900,2011,bmw,335d clean turbo diesel,like new,6,diesel,119000,automatic,fwd,sedan,grey,ca
6185,11500,2008,mercedes-benz,benz s550,like new,6,gas,139000,automatic,fwd,sedan,white,ca
6186,6900,1995,buick,riviera,like new,6,gas,93000,automatic,fwd,coupe,silver,ca
6187,26800,2013,ford,mustang gt premium,excellent,8,gas,61550,manual,rwd,coupe,black,ca
6188,15950,2011,chevrolet,express 3500 passenger,excellent,8,gas,118637,automatic,rwd,van,blue,ca
6189,2600,2004,saturn,ion,good,4,gas,118035,automatic,fwd,sedan,silver,ca
6190,3500,1993,chevrolet,silverado 1500,fair,8,gas,166000,automatic,4wd,SUV,white,ca
6191,9000,2014,hyundai,sonata gls 4dr sedan,good,4,gas,85000,automatic,fwd,sedan,white,ca
6192,2000,2001,honda,civic lx,fair,4,gas,211926,automatic,fwd,coupe,white,ca
6193,5995,2006,mitsubishi,galant,excellent,4,gas,60961,automatic,fwd,sedan,blue,ca
6194,14500,1998,porsche,boxster,excellent,6,gas,71000,manual,rwd,convertible,black,ca
6195,8000,2012,honda,accord,excellent,4,gas,118100,automatic,fwd,sedan,grey,ca
6196,5495,2006,chevrolet,uplander,excellent,6,gas,70133,automatic,fwd,mini-van,blue,ca
6197,25000,2002,porsche,911 carrera,excellent,6,gas,125000,automatic,rwd,convertible,silver,ca
6198,5900,2007,honda,accord,like new,4,gas,137000,automatic,fwd,sedan,blue,ca
6199,16900,2019,hyundai,elantra,excellent,4,gas,30365,automatic,fwd,sedan,silver,ca
6200,52900,2020,jeep,gladiator,excellent,6,gas,12016,automatic,4wd,truck,white,ca
6201,42900,2020,chevrolet,silverado 1500,excellent,8,gas,21506,automatic,rwd,truck,black,ca
6202,10900,2016,buick,verano,excellent,4,gas,126681,automatic,fwd,sedan,brown,ca
6203,39900,2020,ford,explorer,excellent,4,gas,7273,automatic,fwd,wagon,silver,ca
6204,36900,2019,chevrolet,silverado 1500,excellent,6,gas,70443,automatic,rwd,truck,white,ca
6205,9000,2010,mini,cooper,like new,4,gas,48518,manual,fwd,hatchback,red,ca
6206,42000,2016,toyota,tundra limited,like new,8,gas,39000,automatic,4wd,truck,white,ca
6207,4999,2006,mercedes-benz,benz e350,excellent,6,gas,150000,automatic,rwd,sedan,silver,ca
6208,1500,1998,toyota,sienna le,good,6,gas,224000,automatic,fwd,mini-van,white,ca
6209,4900,2005,bmw,z4 2.5i,excellent,4,gas,157375,automatic,fwd,convertible,blue,ca
6210,2600,2005,mini,cooper s,excellent,4,gas,183000,automatic,fwd,coupe,yellow,ca
6211,9999,2007,bmw,335i,excellent,6,gas,100050,automatic,rwd,coupe,grey,ca
6212,3500,2004,honda,odyssey,good,6,gas,188142,automatic,fwd,van,silver,ca
