Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
311,21250,2002,ford,thunderbird,like new,8,gas,15962,automatic,fwd,convertible,yellow,al
312,16350,2013,ford,econoline cargo,good,8,gas,83000,automatic,rwd,van,white,al
313,4100,2004,nissan,armada,good,8,gas,226000,automatic,4wd,SUV,grey,al
314,8750,2006,subaru,outback,excellent,4,gas,92000,manual,4wd,SUV,silver,al
315,16500,2013,ford,escape sel,excellent,4,gas,51500,automatic,fwd,SUV,red,al
316,23000,2010,jeep,wrangler unlimited,excellent,6,gas,112000,automatic,4wd,SUV,red,al
317,14900,1999,jeep,wrangler,good,6,gas,140212,manual,4wd,SUV,green,al
318,12000,1998,ford,f800,good,6,diesel,169901,automatic,rwd,truck,white,al
319,13500,2012,honda,odyssey,excellent,6,gas,138258,automatic,fwd,van,black,al
320,8700,1979,lincoln,town car,excellent,8,gas,23000,automatic,rwd,sedan,grey,al
321,16990,2010,cadillac,escalade 4wd,excellent,8,gas,155000,automatic,4wd,SUV,black,al
322,15990,2013,ford,explorer,excellent,6,gas,87000,automatic,4wd,SUV,red,al
323,25990,2017,infiniti,qx60,excellent,6,gas,68000,automatic,4wd,SUV,grey,al
324,12900,2013,ford,f-150,good,8,gas,216000,automatic,4wd,truck,white,al
325,15900,2013,toyota,highlander,like new,6,gas,120000,automatic,fwd,SUV,grey,al
326,2000,1995,chevrolet,s10,fair,6,gas,159000,automatic,rwd,truck,red,al
327,6500,1986,chevrolet,k10 4x4,good,8,gas,123456,automatic,4wd,truck,brown,al
328,25500,2016,ford,explorer,like new,6,gas,98000,automatic,4wd,SUV,white,al
329,27900,2014,jeep,wrangler,excellent,6,gas,117834,automatic,4wd,SUV,white,al
330,4850,2002,gmc,yukon xl slt,good,8,gas,220000,automatic,4wd,SUV,silver,al
331,26900,2014,jeep,wrangler,like new,6,gas,64700,automatic,4wd,SUV,black,al
332,24900,2012,jeep,wrangler,excellent,6,gas,113761,automatic,4wd,SUV,red,al
333,23900,2015,jeep,wrangler,excellent,6,gas,77785,manual,4wd,SUV,orange,al
334,14200,2016,gmc,terrain slt 2wd,excellent,6,gas,135000,automatic,fwd,SUV,white,al
335,9990,2013,ford,escape se 4wd,excellent,4,gas,111000,automatic,4wd,SUV,white,al
336,14400,2017,jeep,cherokee latitude 2wd,excellent,4,gas,105000,automatic,fwd,SUV,grey,al
337,7500,2012,chrysler,town and country,good,6,gas,133000,automatic,fwd,van,black,al
338,19000,2013,gmc,sierra,excellent,8,gas,172699,automatic,4wd,truck,white,al
339,19500,2013,jeep,wrangler,excellent,6,gas,124055,automatic,4wd,SUV,blue,al
340,3500,2006,nissan,altima 3.5 sl,good,6,gas,287000,automatic,fwd,sedan,white,al
341,17000,2019,chevrolet,impala lt,good,4,gas,39000,automatic,fwd,sedan,white,al
342,18700,2012,gmc,4wd z71,like new,8,gas,90000,automatic,4wd,truck,grey,al
343,19000,2011,chevrolet,silverado 1500,good,8,gas,187700,automatic,4wd,truck,white,al
344,10500,2007,ford,f-150,excellent,8,gas,183000,automatic,4wd,truck,white,al
345,12500,2015,kia,soul,excellent,4,gas,51752,automatic,fwd,hatchback,red,al
346,8500,2011,nissan,quest s,like new,6,gas,121000,automatic,fwd,mini-van,white,al
347,8000,2002,ford,f-150,good,8,gas,219000,automatic,4wd,truck,blue,al
348,5500,2008,dodge,grand caravan,excellent,6,gas,174651,automatic,fwd,mini-van,silver,al
349,9500,2010,honda,pilot ex,excellent,6,gas,166129,automatic,4wd,SUV,red,al
350,9000,1972,chevrolet,c20,good,8,gas,121000,manual,rwd,truck,green,al
351,19500,2014,ram,promaster 2500,excellent,6,gas,61661,automatic,fwd,van,black,al
352,5500,2003,ford,explorer sport trac,excellent,6,gas,191000,automatic,rwd,truck,silver,al
353,1000,2006,toyota,camry,fair,4,gas,250000,automatic,fwd,sedan,silver,al
354,6500,2003,chevrolet,tahoe,excellent,8,gas,257000,automatic,rwd,SUV,silver,al
355,5000,1988,dodge,w150,good,8,gas,90000,automatic,4wd,truck,grey,al
356,21000,2011,jeep,wrangler unlimited sport,good,6,gas,169000,automatic,4wd,SUV,orange,al
357,21250,2002,ford,thunderbird deluxe,like new,8,gas,15962,automatic,fwd,convertible,yellow,al
358,6500,2001,dodge,dakota,good,8,gas,140200,automatic,rwd,truck,red,al
359,4800,2005,chrysler,300c,good,8,gas,204000,automatic,rwd,sedan,green,al
360,6500,1984,chevrolet,k5 blazer,fair,8,gas,123456,automatic,4wd,SUV,black,al
361,2500,2003,honda,accord ex,good,4,gas,277958,automatic,fwd,sedan,silver,al
362,2500,2006,dodge,durango,good,8,gas,205000,automatic,4wd,SUV,silver,al
363,6800,2012,toyota,corolla,excellent,4,gas,137454,manual,fwd,sedan,blue,al
364,15900,2013,lexus,es 350,excellent,6,gas,81000,automatic,fwd,sedan,white,al
365,7800,1999,toyota,tacoma,good,4,gas,242068,automatic,4wd,truck,green,al
366,6500,2007,subaru,forrester,good,4,gas,148980,automatic,4wd,hatchback,black,al
367,6999,2012,honda,civic,good,4,gas,120800,automatic,fwd,sedan,brown,al
368,4300,2004,honda,accord,excellent,4,gas,180000,automatic,fwd,sedan,silver,al
369,5500,2007,honda,accord se,good,4,gas,155000,manual,fwd,sedan,white,al
370,14900,2007,toyota,tacoma double cab sr5,excellent,6,gas,163211,automatic,rwd,truck,blue,al
371,16495,2008,ford,f-150 supercrew limited,excellent,8,gas,154069,automatic,4wd,truck,white,al
372,16600,2014,acura,rdx technology,good,6,gas,100784,automatic,fwd,SUV,silver,al
373,11000,2007,honda,ridgeline,good,6,gas,125000,automatic,4wd,truck,silver,al
374,6499,2012,nissan,altima,excellent,4,gas,140000,automatic,fwd,sedan,silver,al
375,9850,2015,nissan,altima 2.5 s,excellent,4,gas,88500,automatic,fwd,sedan,red,al
376,9495,2013,toyota,camry,excellent,5,gas,152000,automatic,fwd,sedan,silver,al
377,6900,2012,ford,focus se,excellent,4,gas,151000,automatic,fwd,sedan,white,al
378,10495,2013,ford,escape sel,excellent,4,gas,109004,automatic,fwd,SUV,grey,al
379,39500,2019,honda,passport elite,like new,6,gas,9069,automatic,4wd,SUV,silver,al
380,3000,2000,chevrolet,s10 pickup,good,4,gas,178000,automatic,rwd,truck,grey,al
381,8990,2006,infiniti,m35,good,6,gas,133130,automatic,fwd,sedan,black,al
382,8950,2014,toyota,corolla,good,4,gas,131681,automatic,fwd,sedan,grey,al
383,13900,2014,nissan,altima 2.5 s,excellent,4,gas,34761,automatic,fwd,sedan,brown,al
384,9300,2010,chrysler,town & country touring,good,6,gas,93809,automatic,fwd,mini-van,silver,al
385,3995,2003,chrysler,pt cruiser,excellent,4,gas,142000,automatic,fwd,SUV,black,al
386,6250,2009,mercedes-benz,clk350,excellent,6,gas,132000,automatic,rwd,coupe,white,al
387,10400,2006,dodge,dakota laramie quad cab,excellent,8,gas,89200,automatic,rwd,truck,black,al
388,17900,2005,jeep,wrangler,excellent,6,gas,117716,manual,4wd,SUV,red,al
389,17900,2004,jeep,wrangler,excellent,6,gas,113661,automatic,fwd,SUV,brown,al
390,12900,1999,jeep,wrangler,good,6,gas,178587,manual,4wd,SUV,white,al
391,25000,2017,ram,1500,excellent,6,gas,96000,automatic,4wd,truck,grey,al
392,23950,2015,nissan,370z,excellent,6,gas,65919,manual,rwd,coupe,silver,al
393,12450,2013,kia,optima sx turbo,like new,4,gas,95730,automatic,fwd,sedan,black,al
394,11950,2014,ford,focus st,good,4,gas,150710,manual,fwd,hatchback,red,al
395,7950,2015,chrysler,200 limited,good,4,gas,153140,automatic,fwd,sedan,red,al
396,8900,2011,toyota,camry se,excellent,4,gas,164000,automatic,fwd,sedan,white,al
397,10000,1989,gmc,sierra 1500,excellent,8,gas,155778,automatic,rwd,truck,black,al
398,19900,2018,nissan,rogue sv,excellent,4,gas,66300,automatic,fwd,SUV,blue,al
399,18600,2015,toyota,sienna xle,excellent,6,gas,114542,automatic,fwd,mini-van,black,al
400,23500,2016,acura,rdx awd,good,6,gas,71000,automatic,4wd,SUV,black,al
401,8900,2010,honda,accord lx,good,4,gas,134037,automatic,fwd,sedan,grey,al
402,6250,2008,honda,pilot ex-l,excellent,6,gas,150000,automatic,fwd,SUV,black,al
403,4700,1988,honda,crx,like new,4,gas,104266,automatic,fwd,hatchback,silver,al
404,8800,2007,lexus,es 350 sedan,like new,6,gas,153000,automatic,fwd,sedan,white,al
405,8700,2014,ford,focus se flex fuel,like new,4,gas,44000,automatic,fwd,sedan,white,al
406,23990,2010,chevrolet,camaro,excellent,8,gas,19000,manual,rwd,coupe,blue,al
407,7500,2008,chrysler,aspen,like new,8,gas,191000,automatic,rwd,SUV,white,al
408,6900,2003,ford,ranger edge 4x4,good,6,gas,230000,automatic,4wd,truck,white,al
409,29000,2019,toyota,tacoma,excellent,6,gas,29500,automatic,4wd,truck,silver,al
410,750,2004,saturn,l300,fair,6,gas,91553,automatic,fwd,wagon,red,al
411,6500,2011,hyundai,genesis coupe 2.0t,excellent,4,gas,197000,automatic,rwd,coupe,red,al
412,8900,2009,toyota,highlander suv,excellent,6,gas,186000,automatic,fwd,SUV,red,al
413,2000,2005,bmw,x3,fair,6,gas,200000,automatic,4wd,SUV,black,al
414,18900,2017,fiat,124 spider,excellent,4,gas,16200,manual,rwd,convertible,white,al
415,5250,1999,toyota,4runner,good,6,gas,335000,automatic,4wd,SUV,red,al
416,8495,2013,kia,optima,good,4,gas,127000,automatic,rwd,sedan,black,al
417,8995,2011,nissan,murano sl,excellent,6,gas,113374,automatic,fwd,SUV,silver,al
418,12500,1999,toyota,4runner,excellent,8,gas,172000,automatic,rwd,SUV,green,al
419,10900,2009,nissan,titan,good,8,gas,199912,automatic,rwd,truck,silver,al
420,8000,2012,kia,soul,excellent,4,gas,132423,automatic,fwd,hatchback,silver,al
421,8600,2010,ford,escape,good,4,gas,40500,automatic,fwd,SUV,white,al
422,4995,2007,toyota,camry,excellent,4,gas,166000,automatic,fwd,sedan,green,al
423,6499,2012,chevrolet,cruze ls,excellent,4,gas,138000,automatic,fwd,sedan,blue,al
424,4800,2004,chevrolet,avalanche,good,8,gas,226386,automatic,4wd,truck,black,al
425,10900,2011,ford,expedition,good,8,gas,158371,automatic,rwd,SUV,black,al
426,9900,2011,bmw,128 i coupe,like new,6,gas,109000,automatic,fwd,coupe,silver,al
427,3100,2006,volvo,xc90,fair,5,gas,200238,automatic,4wd,SUV,silver,al
428,9000,2006,mazda,miata,excellent,4,gas,70000,manual,rwd,convertible,silver,al
429,12990,2008,ford,f-150,good,8,gas,150075,automatic,rwd,truck,white,al
430,14900,1972,mercedes-benz,350sl,excellent,8,gas,282000,automatic,rwd,convertible,white,al
431,3500,1981,mercedes-benz,380sl,fair,8,gas,121000,automatic,rwd,convertible,silver,al
432,27500,2005,chevrolet,corvette z51,like new,8,gas,40000,automatic,rwd,coupe,silver,al
433,33900,2019,gmc,savana,like new,8,gas,24585,automatic,rwd,van,white,al
434,12995,2013,toyota,camry se,excellent,4,gas,68436,automatic,fwd,sedan,red,al
435,5500,2003,lexus,ls 430,good,8,gas,202000,automatic,rwd,sedan,white,al
436,19999,2019,mitsubishi,outlander sport se,excellent,4,gas,32000,automatic,4wd,SUV,silver,al
437,10500,2013,kia,sorento,excellent,6,gas,96988,automatic,fwd,SUV,grey,al
438,16700,2010,chevrolet,tahoe,excellent,8,gas,184222,automatic,rwd,SUV,black,al
439,21600,2013,bmw,650i,excellent,8,gas,86611,automatic,rwd,sedan,blue,al
440,48200,2018,chevrolet,silverado,excellent,8,gas,33467,automatic,4wd,truck,white,al
441,11500,2014,chevrolet,equinox,good,4,gas,96650,automatic,fwd,SUV,custom,al
442,5900,2005,acura,tl,good,6,gas,148542,automatic,fwd,sedan,blue,al
443,3277,2004,honda,accord ex,good,4,gas,256000,automatic,fwd,sedan,green,al
444,5177,2009,honda,civic sedan,excellent,4,gas,146000,automatic,fwd,sedan,grey,al
445,7477,2016,kia,forte lx,excellent,4,gas,84000,automatic,fwd,sedan,grey,al
446,27800,2018,chevrolet,impala,like new,6,gas,16920,automatic,fwd,sedan,white,al
447,12950,2014,ford,taurus limited,excellent,6,gas,91309,automatic,fwd,sedan,red,al
448,4488,2001,ford,f350 dually utility,good,8,gas,200000,automatic,rwd,truck,white,al
449,7500,2013,toyota,prius,good,4,gas,123168,automatic,fwd,hatchback,blue,al
450,9495,2008,toyota,rav4,excellent,4,gas,144657,automatic,fwd,SUV,green,al
451,9995,2011,nissan,rogue sv,excellent,4,gas,92496,automatic,fwd,SUV,white,al
452,6900,2003,ford,ranger edge 4x4,good,6,gas,247500,automatic,4wd,truck,white,al
453,3300,2009,ford,focus ses,good,4,gas,260000,automatic,fwd,sedan,silver,al
454,8495,2010,hyundai,santa fe gls,excellent,4,gas,125082,automatic,fwd,SUV,green,al
455,9995,2014,nissan,altima 2.5 sv,excellent,4,gas,111737,automatic,fwd,sedan,white,al
456,13495,2015,buick,encore convenience,excellent,4,gas,69430,automatic,fwd,SUV,white,al
457,4500,2006,mercedes-benz,c-class,good,6,gas,158325,automatic,rwd,sedan,silver,al
458,5900,2008,honda,civic lx,excellent,4,gas,207000,automatic,fwd,sedan,silver,al
459,5977,2012,honda,accord lx,excellent,4,gas,174000,automatic,fwd,sedan,custom,al
460,6000,2004,toyota,sequoia sr5,good,8,gas,261000,automatic,rwd,SUV,grey,al
461,8999,2011,mercedes-benz,benz c300,excellent,6,gas,103025,automatic,rwd,sedan,grey,al
462,5277,2009,honda,civic lx,excellent,4,gas,145000,automatic,fwd,sedan,grey,al
463,11995,2012,honda,cr-v ex,excellent,4,gas,126810,automatic,fwd,SUV,blue,al
464,15000,2012,toyota,rav-4,excellent,4,gas,74000,automatic,fwd,wagon,silver,al
465,29988,2007,gmc,c8500,excellent,6,diesel,163063,automatic,rwd,truck,white,al
466,7995,2011,nissan,altima 2.5 s,excellent,4,gas,91763,automatic,fwd,sedan,brown,al
467,8995,2012,ford,fusion sel,excellent,4,gas,90468,automatic,fwd,sedan,black,al
468,12500,2017,toyota,corolla,good,4,gas,33591,automatic,fwd,sedan,black,al
469,24500,2014,lexus,gs350,like new,6,gas,78050,automatic,rwd,sedan,black,al
470,14900,2012,jeep,wrangler,excellent,6,gas,180000,manual,4wd,SUV,silver,al
471,2950,1996,ford,explorer xlt,good,6,gas,218822,automatic,rwd,SUV,red,al
472,3600,2010,buick,lacrosse,good,6,gas,155000,automatic,fwd,sedan,black,al
473,21500,2014,ford,f150,excellent,6,gas,164000,automatic,4wd,truck,white,al
474,18500,2016,ford,transit van,excellent,6,gas,92000,automatic,rwd,van,white,al
475,39950,2020,jeep,wrangler,like new,4,gas,2600,automatic,4wd,SUV,blue,al
476,7500,2014,volkswagen,passat se,good,4,gas,130000,automatic,fwd,sedan,grey,al
477,7500,2013,subaru,legacy,good,4,gas,159001,automatic,4wd,sedan,blue,al
478,2500,2002,chevrolet,silverado 1500,like new,8,gas,300402,automatic,4wd,truck,white,al
479,2900,2007,nissan,altima,like new,4,gas,176067,automatic,rwd,sedan,white,al
480,8500,2007,toyota,tundra sr5 tss edition,good,8,gas,247000,automatic,rwd,truck,silver,al
481,7200,2010,honda,accord ex,good,6,gas,178000,automatic,fwd,sedan,red,al
482,48990,2019,nissan,armada,good,8,gas,21412,automatic,rwd,SUV,black,al
483,14990,2017,dodge,journey,good,4,gas,96577,automatic,fwd,SUV,black,al
484,13990,2014,lincoln,mkz,good,4,gas,91537,automatic,fwd,sedan,black,al
485,7000,1979,ford,thunderbird,excellent,8,gas,99500,automatic,rwd,sedan,red,al
486,12450,2012,honda,cr-v ex-l,excellent,4,gas,119549,automatic,fwd,SUV,green,al
487,8450,2007,acura,tl type-s,good,6,gas,185598,automatic,fwd,sedan,grey,al
488,2800,2001,ford,sport trac,good,6,gas,225000,automatic,rwd,truck,black,al
489,41990,2020,chevrolet,silverado 1500 double,good,8,gas,12880,automatic,4wd,truck,white,al
490,49500,2018,bmw,x6 xdrive50i,excellent,8,gas,52000,automatic,4wd,coupe,grey,al
491,4500,2006,cadillac,dts,good,8,gas,100000,automatic,fwd,sedan,custom,al
492,7000,1979,toyota,corolla,good,4,gas,28342,manual,rwd,hatchback,orange,al
493,24590,2017,dodge,challenger sxt coupe 2d,good,6,gas,31936,automatic,rwd,coupe,white,al
494,6400,2006,mercedes-benz,s500,excellent,8,gas,145000,automatic,fwd,sedan,black,al
495,21880,2015,ram,1500,excellent,6,diesel,134936,automatic,fwd,truck,grey,al
496,4000,2004,ram,1500,excellent,8,gas,250000,automatic,fwd,truck,silver,al
497,4500,2002,ford,svt focus,excellent,4,gas,190500,manual,fwd,hatchback,red,al
498,7499,2011,hyundai,elantra limited,excellent,4,gas,178000,automatic,fwd,sedan,white,al
499,49900,2019,lexus,rx 450h,excellent,6,hybrid,1900,automatic,4wd,SUV,white,al
500,14890,2015,ram,promaster city,like new,4,gas,70350,automatic,fwd,van,red,al
501,13890,2013,ford,e150 cargo van,excellent,8,gas,179592,automatic,rwd,truck,white,al
502,5599,2009,toyota,yaris s,excellent,4,gas,73500,automatic,fwd,hatchback,blue,al
503,5599,2010,toyota,camry,excellent,6,gas,210500,automatic,fwd,sedan,silver,al
504,15890,2015,gmc,savana g2500,like new,8,gas,181006,automatic,rwd,van,white,al
505,28900,2016,chevrolet,tahoe lt 4x4,like new,8,gas,136589,automatic,4wd,SUV,black,al
506,19890,2017,ford,expedition xlt,like new,6,gas,139449,automatic,rwd,SUV,white,al
507,9980,2014,ford,escape se,excellent,4,gas,124725,automatic,fwd,SUV,green,al
508,4800,2007,chevrolet,silverado,good,6,gas,206000,automatic,rwd,truck,blue,al
509,3800,2001,ford,f-150,good,6,gas,206000,automatic,rwd,truck,white,al
510,3900,2007,chevrolet,colorado,good,5,gas,220000,automatic,rwd,truck,white,al
511,8500,2014,dodge,charger,excellent,6,gas,101000,automatic,rwd,sedan,grey,al
512,4999,2008,chrysler,pacifica,excellent,6,gas,166500,automatic,fwd,SUV,blue,al
513,11950,2012,chevrolet,tahoe,like new,8,gas,210916,automatic,rwd,SUV,white,al
514,5299,2005,ford,expedition,excellent,8,gas,205500,automatic,rwd,SUV,blue,al
515,10950,2004,cadillac,escalade,like new,8,gas,76046,automatic,4wd,SUV,white,al
516,8450,2014,buick,verano convenience group,excellent,4,gas,177554,automatic,fwd,sedan,red,al
517,8890,2011,ford,ranger,excellent,4,gas,181759,automatic,rwd,truck,white,al
518,12590,2015,volvo,xc90 r-design,excellent,6,gas,99391,automatic,4wd,SUV,blue,al
519,15890,2016,chevrolet,express,excellent,8,gas,152745,automatic,rwd,van,white,al
520,17900,2014,gmc,sierra 1500 4x4,good,8,gas,200000,automatic,4wd,truck,blue,al
521,5800,2007,lexus,is 250,good,6,gas,168000,automatic,rwd,sedan,white,al
522,14890,2015,chevrolet,express 2500 cargo van,excellent,8,gas,167675,automatic,rwd,van,white,al
523,14890,2012,chevrolet,silverado 1500 ls,excellent,8,gas,146979,automatic,rwd,truck,black,al
524,5999,2012,chevrolet,equinox lt,excellent,6,gas,158500,automatic,fwd,SUV,black,al
525,8599,2014,honda,civic lx,excellent,4,gas,106500,automatic,fwd,sedan,black,al
526,14980,2016,nissan,nv1500 cargo van,excellent,6,gas,185193,automatic,rwd,van,white,al
527,14590,2016,ford,transit connect xlt,like new,4,gas,125929,automatic,fwd,van,white,al
528,10900,2012,mini,cooper hardtop s,excellent,4,gas,92000,automatic,fwd,hatchback,custom,al
529,24880,2012,ford,f250 super duty,excellent,8,diesel,252298,automatic,4wd,truck,brown,al
530,9995,2010,honda,odyssey,excellent,6,gas,160964,automatic,fwd,mini-van,blue,al
531,17695,2017,ford,fusion,excellent,4,hybrid,33896,automatic,fwd,sedan,grey,al
532,34500,2019,toyota,highlander,excellent,6,gas,37800,automatic,fwd,SUV,silver,al
533,9000,2004,chevrolet,silverado 2500,good,8,gas,157000,automatic,rwd,truck,red,al
534,8950,2008,infiniti,ex35 journey,excellent,6,gas,159294,automatic,fwd,SUV,custom,al
535,8950,2014,nissan,altima 2.5 4dr.,excellent,4,gas,121984,automatic,fwd,sedan,red,al
536,5950,2004,honda,cr-v,excellent,6,gas,209166,automatic,fwd,SUV,red,al
537,4950,1997,chevrolet,astro 1997,excellent,6,gas,114268,automatic,fwd,van,red,al
538,8950,2009,infiniti,g37 sedan,like new,6,gas,140589,automatic,fwd,sedan,blue,al
539,9950,2014,nissan,altima 2014,excellent,4,gas,121984,automatic,fwd,sedan,red,al
540,6499,2006,lexus,rx 300,like new,6,gas,190000,automatic,rwd,SUV,black,al
541,21900,2012,gmc,sierra 1500,good,8,gas,118000,automatic,4wd,truck,white,al
542,14950,2016,toyota,sienna le,excellent,6,gas,118000,automatic,fwd,van,custom,al
543,8000,2005,mercedes-benz,benz clk 350,excellent,8,gas,119000,automatic,fwd,convertible,custom,al
544,8950,2005,audi,tt1.8t convertible,like new,6,gas,70000,automatic,rwd,convertible,silver,al
545,4000,2005,honda,pilot,fair,6,gas,215290,automatic,4wd,SUV,grey,al
546,9950,2014,ford,flex se,excellent,6,gas,145635,automatic,fwd,mini-van,white,al
547,6095,2007,lexus,rx 350,good,6,gas,221000,automatic,fwd,SUV,silver,al
548,11480,2017,hyundai,elantra,excellent,4,gas,65955,automatic,fwd,sedan,silver,al
549,23000,2009,bmw,750il,excellent,8,gas,80000,automatic,rwd,sedan,silver,al
550,23480,2014,gmc,sierra 1500,excellent,8,gas,163665,automatic,4wd,truck,black,al
551,9800,2013,chevrolet,equinox,excellent,4,gas,125000,automatic,4wd,SUV,custom,al
552,10950,2004,cadillac,escalade,excellent,8,gas,76046,automatic,4wd,SUV,white,al
553,8500,2008,gmc,sierra,excellent,8,gas,250000,automatic,rwd,truck,white,al
554,6900,2009,volkswagen,beetle convertible,excellent,5,gas,89000,automatic,fwd,convertible,silver,al
555,7800,2006,chevrolet,tahoe z71,good,8,gas,200000,automatic,rwd,SUV,silver,al
